url,sha,name,#tests,#tests_run_twice,#tests_run_twice_count_put_as_one,#tests_run_once,#tests_run_once_count_put_as_one,#ni,#ni_count_put_as_one
git@github.com:moyasar/moyasar-python,aa8716ae3f98f8782141abe6869dfbb90af98b62,moyasar-python,17,17,17,0,0,0,0
git@github.com:mozilla/PyPOM,9cb84df9d27b428b4e7423d1bbe6502e92990154,PyPOM,283,283,90,0,0,1,1
git@github.com:mqtran01/python-yahoo-finance,9a4bb17d24cf81214c1778cae3f231a3f0e93516,python-yahoo-finance,20,14,14,6,6,0,0
git@github.com:mrf345/flask_datepicker,2dd57635413bddf73a0e064cd5b2f3a743b56f99,flask_datepicker,5,5,5,0,0,0,0
git@github.com:mrf345/flask_googletrans,e7ec3057bdbe57bb30928edc41fdeb0d19a0984d,flask_googletrans,10,10,10,0,0,0,0
git@github.com:mrmechko/neon,42ad78e3d79583a93abce6d06b81dafc29017514,neon,3,3,3,0,0,0,0
git@github.com:mrob95/Breathe,4600818e24f4156cd7bb8cc0f43886b27323968e,Breathe,5,0,0,5,5,0,0
git@github.com:mstuttgart/pycep-correios,44fd6a1ede24d6215afa573a9faa2f0db58bad25,pycep-correios,11,6,6,5,5,0,0
git@github.com:mswart/acme-mgmtserver,c3a0d90f80ced8724515e7bbec3764b16581e5b6,acme-mgmtserver,172,172,90,0,0,0,0
git@github.com:mtik00/yamicache,1109d08b18be94bdee55e113309f7be29f25d840,yamicache,22,22,22,0,0,3,3
git@github.com:mtkennerly/dunamai,0f35675e96835726d8e9dbd3901d9f7b029154d3,dunamai,37,37,37,0,0,0,0
git@github.com:my8100/logparser,ed7948b271884af68eb3bb13fa9ee51a4892552c,logparser,35,35,35,0,0,0,0
git@github.com:n8henrie/eyeflask,0fc6b042aac6e30885ecb2d6817fb67fad6e07d4,eyeflask,7,7,7,0,0,0,0
git@github.com:nMustaki/debinterface,abd30a55dcbadc30fd66143adc196034b663054f,debinterface,45,0,0,45,45,0,0
git@github.com:nabla-c0d3/sslyze,bf1b01048560308654b31bf55ad2d2363285f95f,SSLyze,19,0,0,19,19,0,0
git@github.com:nacos-group/nacos-sdk-python,34c0dff8b78956331788d5ffa7f11811465e05ae,nacos-sdk-python,13,0,0,13,13,0,0
git@github.com:naorlivne/parse_it,886d7de0e74e67edc136411a5220e35c1149e743,parse_it,123,0,0,123,123,0,0
git@github.com:napalm-automation/napalm,0e23a55f52221e528be66c1f06a141f937e842f7,napalm,522,423,257,99,99,15,1
git@github.com:narfman0/gtsrvd,af78aa061c910658dfbc89d24171dff334b087f9,gtsrvd,6,0,0,6,6,0,0
git@github.com:nateraw/BeautifulSauce,f587e638abea1716427713d8a814e30331efb18b,BeautifulSauce,13,0,0,13,13,0,0
git@github.com:nats-io/nats.py,b77bd2be28296fd4e1db9082f634bb80c7690b29,nats.py,83,0,0,83,83,0,0
git@github.com:ndbroadbent/icloud_photos_downloader,e5f304941e2a74b1fbda06c4270ec2fc100e6a49,icloudpd,38,0,0,38,38,0,0
git@github.com:nec-baas/baas-sdk-python,83b0916af0e4f3167a232ac7eb06b82331adc172,baas-sdk-python,148,148,134,0,0,0,0
git@github.com:netedgeplus/aiobfd,090122474d5bf6266393f0908c13be5812fdb1c3,aiobfd,91,91,91,0,0,0,0
git@github.com:netleibi/seccs,927bcbe41d2db80281fff0b4a1cbedcaae0bfaf9,seccs,21,0,0,21,21,0,0
git@github.com:netrack/tensorcraft,15295b29a82927e94db22ebbcc17d4291348a165,tensorcraft,8,0,0,8,8,0,0
git@github.com:neulab/compare-mt,92502b30b1f228773179a01dd86fe1b8dfd400e5,compare-mt,19,0,0,19,19,0,0
git@github.com:neurodsp-tools/neurodsp,19aa50c71deaa19e4ed85efa192afa8ab63d0bf1,neurodsp,122,122,122,0,0,0,0
git@github.com:neuropoly/axondeepseg,7a0e6f130f79086de35c2d996612dae132ebfc3e,axondeepseg,8,0,0,8,8,0,0
git@github.com:neuropsychology/NeuroKit.py,fc77dc94e421d5b166a5516b7186bae483d753bd,NeuroKit.py,15,0,0,15,15,0,0
git@github.com:newrelic/newrelic-lambda-cli,a08271396c7451b7c4e7ccf905353dbe3782ef40,newrelic-lambda-cli,4,0,0,4,4,0,0
git@github.com:nficano/pytube,b610f399722e001e99ee88d3673c148d903c5948,pytube,163,163,148,0,0,1,1
git@github.com:nicolaszein/autodiscover,3009f81c51b7a4cb077427e429d740db98eb173b,autodiscover,2,0,0,2,2,0,0
git@github.com:nielstron/pyblnet,24a5de966067adc492c0b5c6899c50e7822e15c1,pyblnet,13,1,1,12,12,0,0
git@github.com:nielstron/pyfronius,5aee17d94330547b6ff2a72df3daff380f8f831c,pyfronius,8,0,0,8,8,0,0
git@github.com:nilp0inter/threadedprocess,0120d6e795782c9f527397490846cd214d9196e1,threadedprocess,6,6,4,0,0,3,1
git@github.com:nipy/nipype,f2a2034c5198d955318d76163dee9562314d1eb0,nipype,2300,2300,2083,0,0,0,0
git@github.com:nir0s/clu,77da967a4577ca4cf100cfe34e87b39ad88bf21c,clu,153,153,153,0,0,0,0
git@github.com:nir0s/ghost,77da967a4577ca4cf100cfe34e87b39ad88bf21c,ghost,153,153,153,0,0,0,0
git@github.com:nishaq503/CHESS,6f84e7e98d328150170141621cc095dfa80ef67e,CHESS,74,0,0,74,74,0,0
git@github.com:niteoweb/pyramid_mixpanel,e68cbf3b329a87ad5b02758ce3a08acb6de3c7fc,pyramid_mixpanel,27,27,27,0,0,0,0
git@github.com:nithinmurali/pygsheets,01b9548dd56b50fa93e4a92ab879b048ae282158,pygsheets,60,60,60,0,0,0,0
git@github.com:nitmir/policyd-rate-limit,79eb4e1760fb9c0ea6e205cb6a0953be8105e0d4,policyd-rate-limit,13,0,0,13,13,0,0
git@github.com:nmasahiro/crfmnes,5fc9625c86135fb5e8824f867a08cc410d3638bd,crfmnes,10,10,10,0,0,0,0
git@github.com:nordwind80/BT-Tracker,558c15b399871c1ca11d0c4ae1eb598e3060931e,BT-Tracker,11,11,11,0,0,0,0
git@github.com:notsag/yaml-resume,25ad6695993a7dab540730e8743d88b28e52df0e,yaml-resume,24,24,20,0,0,0,0
git@github.com:novafloss/raincoat,ac524553805317f2200520d2548d950668352eee,raincoat,136,136,132,0,0,0,0
git@github.com:ntamas/aio-usb-hotplug,7eed5a87c974038db6c2b8e2a998e9b8b79ec5ac,aio-usb-hotplug,15,15,8,0,0,0,0
git@github.com:nteract/scrapbook,f681427fcc721e303e3d21fb3974b3bfa43d5445,scrapbook,136,136,80,0,0,0,0
git@github.com:numberly/appnexus-client,8d39ff7b9d290e0e1b9d16ea7302c0288f495bef,appnexus-client,78,78,78,0,0,0,0
git@github.com:numberoverzero/bloop,7ee0b0e20935dd0f396e758e7b0c26c76a316338,bloop,1875,1875,539,0,0,2,1
git@github.com:oasis-open/cti-stix-validator,2cb48738cc7305b1932919a7f6bbe87b52c63d70,stix2-validator,435,30,30,405,405,0,0
git@github.com:obihann/Santaslist,e678a70b41047defc42261d0b483fb75677c5c10,Santaslist,5,5,5,0,0,0,0
git@github.com:ocaballeror/Lyricfetch,0cf9e3c541712933b1050e942671a92028e11f9c,Lyricfetch,78,78,61,0,0,0,0
git@github.com:ohjeah/pip-validate,9651b4dd6a252650c3a707218054b1baadc8b944,pip-validate,14,14,10,0,0,0,0
git@github.com:ohke/sqs-polling,34d1375cf73e05211c73cd43bdd120ce076181c8,sqs-polling,9,0,0,9,9,0,0
git@github.com:okchaty/alegra,6c423b23a24650c9121da5f165f6f03669b98468,alegra,6,6,6,0,0,0,0
git@github.com:oleiade/etcaetera,e1370cff5fc302ccdba24e7638b720d6cc43ffc0,etcaetera,96,96,96,0,0,0,0
git@github.com:omersaraf/IOCynergy,1821423680f741d8ca06bcc6a02c8b21156f9ba0,IOCynergy,14,14,14,0,0,1,1
git@github.com:onicagroup/runway,2dee030379ae60dad6b4634f28f1138e7c3a77bd,runway,1,0,0,1,1,0,0
git@github.com:open-homeautomation/miflora,31e59bdb20dc7262ea5ee2964eeed8753806f420,miflora,58,0,0,58,58,0,0
git@github.com:openSUSE/py2pack,9c6f8eb3fd5d481aecbe4091ca0974e5a077db48,py2pack,47,0,0,47,47,0,0
git@github.com:opentargets/OnToma,0a76f30c03eb44a62223a5c83f13e2f8d9ba67a4,OnToma,23,16,16,7,7,0,0
git@github.com:opentargets/opentargets-py,4a0e5b286a82a2316329c87409994c4a1d82622e,opentargets-py,26,0,0,26,26,0,0
git@github.com:openworm/YAROM,cd4fb6cb8fac72a198858225ce89ad8b9c9175fd,YAROM,95,0,0,95,95,0,0
git@github.com:opper/pyserverpilot,b6b896fea1155fa95febde84f74e0d2230523ab0,pyserverpilot,11,11,11,0,0,0,0
git@github.com:optiflows/tukio,116b35dbceae899d7996b1788449a6e31e3f4512,tukio,30,0,0,30,30,0,0
git@github.com:osantana/prettyconf,017129f169204973d80a607f2c6684b18cc18954,prettyconf,85,85,56,0,0,0,0
git@github.com:oskar456/dzonegit,8f952086aa41aee4ebb7432926ed8c6a9211ac9f,dzonegit,21,21,21,0,0,3,3
git@github.com:osperlabs/logbeam,05a6609d6ecd066a35c79ab4ff5726c3cb69f03d,logbeam,1,0,0,1,1,0,0
git@github.com:ottomatic-io/ocopy,d5e977b7ed8ef28f8ae03b59390a7e551524e88c,ocopy,35,35,35,0,0,0,0
git@github.com:overcat/token-io,f1b14fef9fd64989b9c9e5c076272f72253b39ed,token-io,37,37,37,0,0,0,0
git@github.com:oz123/blogit,15b94969fa43aaf8dc677a8184b144ae8c0f7700,blogit,9,9,9,0,0,2,2
git@github.com:ozzywalsh/metcli,4658176034cea68955849bf488494c8ce3ffcbcd,metcli,3,3,3,0,0,0,0
git@github.com:pachterlab/kb_python,3ce4d8e655da2da74a5114c680c9d2cf3a2b328c,kb_python,129,0,0,129,129,0,0
git@github.com:pangeo-data/intake-stac,d71b2d2b0ea2f8c89cb0310706c4de6d19406e17,intake-stac,21,21,20,0,0,0,0
git@github.com:paradoxxxzero/importmagic,9d0f55ce5b552062b7971de70c4fc587564502d2,importmagic,74,74,74,0,0,0,0
git@github.com:patrickc-dev/wordoftheday,35439b87e782199813933ae6bddbfd1c6cea2b6c,wordoftheday,2,2,2,0,0,0,0
git@github.com:pawelzny/dotty_dict,b23b8a4e4d8af77a2cba99752eed776058ec08dd,dotty_dict,78,1,1,77,77,0,0
git@github.com:pbsa/bookiesports,6c19d1c5871ee2a3ff1719ebb85d027bd5e23d0a,bookiesports,7,0,0,7,7,0,0
git@github.com:pchavanne/yadll,6114234a8a25cfda7a596b9a6e75bb121de6f4d2,yadll,7,0,0,7,7,0,0
git@github.com:pedrovanzella/do-the-webp,09b372de1c4f1d73d9284517c57c0d869f55144b,do-the-webp,8,8,8,0,0,1,1
git@github.com:peinan/swpy,262515d410bddaa3da72721ae2c11cfda1e2ee37,swpy,7,0,0,7,7,0,0
git@github.com:pierrepo/autoclasswrapper,af43dd833e5586386098d1793a59332e968069da,autoclasswrapper,32,32,32,0,0,0,0
git@github.com:pika/pika,a3ae3e5aae3fd546e9ae73bff0175f5d61a9d39a,pika,97,0,0,97,97,0,0
git@github.com:pmuller/purge-old-files,e9161668f7401661ae943ec6e29422e2f9f7600d,purge-old-files,1,0,0,1,1,0,0
git@github.com:politeauthority/docker-pretty-ps,2fcc9db4e391df2b96ccc2e967b41b6263fdcc2d,docker-pretty-ps,18,18,18,0,0,1,1
git@github.com:polyswarm/polyswarm-cli,cfb483b065d516567a313c5c46c7ffdb019d52ea,polyswarm-cli,55,0,0,55,55,0,0
git@github.com:popadi/git-profiles,ca20173f63f57c21868c4c49c1e5c515d4bc87fd,git-profiles,18,18,18,0,0,1,1
git@github.com:potykion/docci,24cb73232d32e69a412512ed2f110fbbfde99768,docci,20,15,15,5,5,0,0
git@github.com:povieira/noipy,c35add5386b57547c5a72650145a267dc88fa77e,noipy,24,0,0,24,24,0,0
git@github.com:prahladyeri/cfgsaver,9654076b418c96bcddbf2fddc5fdb0f6f4117278,cfgsaver,2,2,2,0,0,0,0
git@github.com:prancer-io/cloud-validation-framework,94522590d9881a5125d81da701a65f7f63383c0d,cloud-validation-framework,168,168,168,0,0,1,1
git@github.com:prometheus/client_python,5b0a476489fc6a26c177683b539142c91005de06,client_python,256,26,3,230,230,0,0
git@github.com:prymitive/upaas-common,7a7d9ffb385151092c637c3ef500a79623c005ae,upaas-common,91,91,91,0,0,1,1
git@github.com:psakkaris/qudotpy,64539c30053bfaf9085d4171c6517ca33b5ca0b1,qudotpy,27,0,0,27,27,0,0
git@github.com:psbleep/cork,e2c5f9d79d102f46e334f608389a10ae864003d3,cork,24,24,24,0,0,0,0
git@github.com:ptrv/gpx2spatialite,ea9224cbc32c49409371ff64884c3741353e548d,gpx2spatialite,12,12,12,0,0,0,0
git@github.com:pustotnik/zenmake,6cff05114cea34fc204d9e95422f11dc25cd1228,zenmake,832,832,113,0,0,1,1
git@github.com:pwwang/pymedoo,e4fa7572e3f1f0365cdc409042c27324105f9768,pymedoo,247,247,82,0,0,14,7
git@github.com:pwwang/pyparam,837291606842b55dd3adfde552ddff2c5adce719,pyparam,241,241,71,0,0,13,1
git@github.com:pwwang/python-varname,529a90b6e8bc090117ba617424abb9e1a2d0c002,python-varname,32,28,28,4,4,1,1
git@github.com:pyasi/pybuildkite,5b9ffd36bbb7ad600eec2bc5b90a89b8b84814f9,pybuildkite,66,66,55,0,0,0,0
git@github.com:pyconll/pyconll,06481595c7816608facab72b5e7087cc01cb7482,pyconll,126,126,126,0,0,0,0
git@github.com:pycqa/mccabe,e92e9e79799c5796f76f3da821dbb5aa56e41028,mccabe,14,0,0,14,14,0,0
git@github.com:pydata/pandas-datareader,d2ef4e62e584d87f424749ff7ecd28af64cc9e53,pandas-datareader,176,176,164,0,0,0,0
git@github.com:pydicom/pydicom,9561c5d40ec96076c974b5987767dc7b78c500a6,pydicom,1907,1907,1252,0,0,0,0
git@github.com:pypr/compyle,f557e49c7e18a49efdb5807ac650ba590db81cb2,compyle,293,111,77,182,182,0,0
git@github.com:pypyr-scheduler/pypyr-scheduler,511841de41eec03e847f8519f6192fc71d65dec3,pypyr-scheduler,20,20,20,0,0,1,1
git@github.com:pytest-dev/pytest-django,e613a885b019574e3c60f127539c878b187c914a,pytest-django,179,168,154,11,11,0,0
git@github.com:pytest-dev/pytest-html,8d45718226fd301dcdec551d9c94316d3d06c64b,pytest-html,76,76,51,0,0,0,0
git@github.com:pytest-dev/pytest-mock,747a1e6c884869e2d55fc32b8843251494b02cc5,pytest-mock,63,63,50,0,0,0,0
git@github.com:pytest-dev/pytest-selenium,2a7942d3ed793436ed7d890bf136a54d14104394,pytest-selenium,99,99,77,0,0,0,0
git@github.com:pytest-dev/pytest-subtests,96fc692a151f0709bf8ee209f8ce5d37b035f076,pytest-subtests,19,19,9,0,0,0,0
git@github.com:pythological/kanren,bacc7eb5895c348e348c1b5291ddf188f88c5c88,kanren,86,86,77,0,0,0,0
git@github.com:python-dugong/python-dugong,00dd4d5aab6eddb116cace2829a9f93bda153664,python-dugong,118,118,55,0,0,1,1
git@github.com:python-odin/odinweb,198424133584acc18cb41c8d18d91f803abc810f,odinweb,450,450,142,0,0,12,1
git@github.com:pythonprobr/libpythonpro,96480344e6dd16f8257f16cf273110781bf0d4b0,libpythonpro,13,13,10,0,0,0,0
git@github.com:qiyangduan/schemaindex,83bfb96c78d194370b068e11f89a9e4d6af48a46,schemaindex,5,5,5,0,0,3,3
git@github.com:quantenschaum/piripherals,74e4807a64363e3c95a03222fa250a1073387eaf,piripherals,85,85,85,0,0,0,0
git@github.com:quantopian/qgrid,877b420d3bd83297bbcc97202b914001a85afff2,qgrid,27,27,27,0,0,0,0
git@github.com:raamana/pyradigm,01d47cf34a9af4bb104e2891559059a522221b4d,pyradigm,114,114,114,0,0,1,1
git@github.com:radeklat/issue-watcher,16e126be400122e7162d6d16efecd3ef5e9d6a73,issue-watcher,88,88,60,0,0,0,0
git@github.com:radeklat/words-to-regular-expression,6be1a3846f4bc07a2264b72d1e1ee031c605bac7,words-to-regular-expression,39,0,0,39,39,0,0
git@github.com:radzak/rtv-downloader,b9114b7f4c35fabe6ec9ad1764a65858667a866e,rtv-downloader,68,68,46,0,0,0,0
git@github.com:rafaelportugal/Flask-InterfacePubSub,60904ceafed88e25c1504aa0300d37780c09c50b,Flask-InterfacePubSub,8,0,0,8,8,0,0
git@github.com:rajathagasthya/cuckoopy,e5fab0c4826387f99ddafb0365759cb7111cfd64,cuckoopy,18,18,18,0,0,0,0
git@github.com:rajatomar788/pywebcopy,2852d1856783be3bc7e4725c5df850b15defa70d,pywebcopy,89,0,0,89,89,0,0
git@github.com:raphaelvallat/pingouin,08560bb978949e97653b203f7374e90b022b88fb,pingouin,83,0,0,83,83,0,0
git@github.com:raphaelvallat/yasa,fd5ea7d42a965db5c74682c062a8833a771ca4cf,yasa,24,0,0,24,24,0,0
git@github.com:ratschlab/immunopepper,f492ba8c7183061bdc937534f5ac73e1cc7600ae,immunopepper,2,0,0,2,2,0,0
git@github.com:rcourivaud/logstash_logger,135f9b314428717909f4cda17298db7100b1e7d3,logstash_logger,7,7,7,0,0,0,0
git@github.com:rduldulao/tornado-swirl,b8df27efc3d7fd0dce0f0290767c94ac2e747311,tornado-swirl,43,23,23,20,20,0,0
git@github.com:readbeyond/aeneas,4d200a050690903b30b3d885b44714fecb23f18a,aeneas,824,0,0,824,824,0,0
git@github.com:reclosedev/lathermail_client,d20e74e7681f17d780f1b97203339c01bd9ff52a,lathermail_client,5,5,5,0,0,0,0
git@github.com:reclosedev/requests-cache,6717a336430eb7e6fe17e75c5517f3076ca85b42,requests-cache,55,0,0,55,55,0,0
git@github.com:rehandalal/therapist,54b860f92129421a222a5976065c2356b0a9e63c,therapist,144,144,144,0,0,0,0
git@github.com:reincubate/deviceidentifier-py,e6ddf73c6ab3b26a703bca8619fc999dfeaeb5d2,deviceidentifier-py,8,8,8,0,0,0,0
git@github.com:release-engineering/pubtools-pulp,1ecae6811d973d80cbdda41961ba3301359da9dd,pubtools-pulp,58,58,50,0,0,0,0
git@github.com:rerobots/py,a0c46eda362355b8f7c84243724f48e916251319,py,2,0,0,2,2,0,0
git@github.com:revfyawo/revfyawo-mongo,8682ccc2ef1a03a07dc0aef45b2230207f31eac6,revfyawo-mongo,6,6,6,0,0,0,0
git@github.com:richardkiss/pycoin,7450398576ccdd1fcc071144c59a57c2155688c5,pycoin,1807,2,2,1805,1805,0,0
git@github.com:righ/tesdat,20533d1e53c0b271e1ddf54613ebbab7b5cc5167,tesdat,54,0,0,54,54,0,0
git@github.com:rlee287/pyautoupdate,8852b64178b65f9c28cac10d6d2ab23331e49437,pyautoupdate,38,38,38,0,0,0,0
git@github.com:rmarkello/abagen,4af521f6d7e71d4bbebb4960ff2447256e2447eb,abagen,2,0,0,2,2,0,0
git@github.com:robertopreste/apyhgnc,26efa764a2262cfa12c8a2f0f077569e7f3e4e79,apyhgnc,4,0,0,4,4,0,0
git@github.com:robofab-developers/fontPens,101eb7075ed4daa07eecebb779b4d880e59a58eb,fontPens,21,0,0,21,21,0,0
git@github.com:robotools/fontMath,7f84204033c2d0a284d02e626320ee27c3dfa5ee,fontMath,127,0,0,127,127,0,0
git@github.com:rochefort-lab/fissa,2077a8c8a029948dcf1d4c352f785700f42aff9f,fissa,110,1,1,109,109,0,0
git@github.com:rockscie/async_blp,acb8777ccf2499681bde87d76ca780b61219699c,async_blp,8,0,0,8,8,0,0
git@github.com:roclark/sportsreference,0041953074d6c20f607049917f3b526c9af686a4,sportsreference,681,681,681,0,0,0,0
git@github.com:rorymurdock/basic_auth,622f2133c13988cec549f4ea55bed14e50f90876,basic_auth,22,22,22,0,0,1,1
git@github.com:rpdelaney/pwstore,b2f391480927def538dd0e56f37aa867c0b20fe1,pwstore,47,47,47,0,0,0,0
git@github.com:ru-corporate/boo,f2faba41ec4a97673a3f1cb29cb80d2b7ca701ec,boo,32,32,32,0,0,0,0
git@github.com:runwayml/model-sdk,3132b2ab424f1020e8d30e4897057103ab3e6623,model-sdk,149,149,149,0,0,0,0
git@github.com:ryanhiebert/hirefire,cf8686d127cc914cea350350b5bfe8acfa4163ce,hirefire,3,3,3,0,0,0,0
git@github.com:rymurr/dremio_client,027329f0910ab26a08774f11bd47a5a6999038cc,dremio_client,12,12,12,0,0,0,0
git@github.com:saabeilin/kafkian,79eb88b874876632590fea48afcab09592c717dd,kafkian,20,20,15,0,0,1,1
git@github.com:saga-vcs/saga,7beaae8831696ce813aa85620387e416719198db,saga,104,104,83,0,0,0,0
git@github.com:samreay/ChainConsumer,3206a98f5e121ff3e17c30c840710bd7fda59fca,ChainConsumer,224,224,224,0,0,0,0
git@github.com:samuelduchesne/pyTrnsysType,6cf552e4ccd66f7b728e84654e580befe2061114,pyTrnsysType,88,88,81,0,0,3,3
git@github.com:samuelvanderwaal/fat-py,c7cd5f626d53d97fc777810fdde396521d649c3f,fat-py,5,0,0,5,5,0,0
git@github.com:sanjaz/lazypr,226895868769f613d9e905f265a4fd7c421d2fd4,lazypr,2,2,2,0,0,0,0
git@github.com:santoshphilip/eppy,98e58583dce6c0fcec9c7b1ff1142bae0a67ddc7,eppy,218,218,209,0,0,4,4
git@github.com:sarugaku/mork,92068b97cebf0d44119ec8db994124174926f7c4,mork,11,11,8,0,0,0,0
git@github.com:sashgorokhov/python-telegram-handler,4ac0e5cbb6ac3c3f81a57be6b3cea49dfd8e8ec4,python-telegram-handler,16,16,16,0,0,0,0
git@github.com:sat-utils/sat-search,5f55e6ebcd8870c27924521e136e872c75556a49,sat-search,16,0,0,16,16,0,0
git@github.com:sayanarijit/typecov,8d9ff5815b73bbc26e729285e8816dce74ab6d4c,typecov,5,5,5,0,0,0,0
git@github.com:scikit-build/scikit-build,1a25f132ef746e90d41ed165892fd68a44a81403,scikit-build,230,230,102,0,0,0,0
git@github.com:scikit-hep/scikit-hep,e78234da9e754e380a7d871afb56b20baa73b99b,scikit-hep,56,56,56,0,0,0,0
git@github.com:scikit-learn-contrib/imbalanced-learn,0eb90333ca3b0095b430ac3976ffe1b3e6fe9be5,imbalanced-learn,5,0,0,5,5,0,0
git@github.com:scrapinghub/scrapyrt,f8ee7b79fcfeaf4da83d831147d3ae28d8cf5f90,scrapyrt,94,34,25,60,60,0,0
git@github.com:sdrobert/pydrobert-gpyopt,ce2699ca89687f848c2a86db44eed125d65886de,pydrobert-gpyopt,1,0,0,1,1,0,0
git@github.com:sdrobert/pydrobert-speech,ed023518408034c2ed1c77c938f0f379d476b121,pydrobert-speech,738,738,36,0,0,0,0
git@github.com:sdrogers/vimms,fcae1a81b4fa4c4913fd0bd3af9b79be8122feaa,vimms,21,21,21,0,0,0,0
git@github.com:seanbreckenridge/keepassxc-pwned,aead83c1749b62006a28526905d8fee5cd2ae902,keepassxc-pwned,35,35,35,0,0,1,1
git@github.com:seanpar203/event-bus,5353d6472926a299ab4f3a8c33114a725d5b7639,event-bus,9,9,9,0,0,2,2
git@github.com:securenative/securenative-python,0eae99733b7565341487ad32f044be8dc51032cd,securenative-python,37,0,0,37,37,0,0
git@github.com:seperman/deepdiff,df5f49046b3c39673003968fc484a6a733b24abc,deepdiff,562,562,410,0,0,0,0
git@github.com:sephii/taxi,a330f044017c2862ba41fd7fa2e5f35d8807f968,taxi,237,233,231,4,4,0,0
git@github.com:sergioburdisso/pyss3,0522e0dc3d07e2c842df8e975e68244beda4b4c5,pyss3,18,18,10,0,0,0,0
git@github.com:sergiormb/python_filmaffinity,b8042de57e95f38a1c767a84ba77cc74f70a1e2c,python_filmaffinity,22,0,0,22,22,0,0
git@github.com:seung-lab/chunkflow,56301bbf49af289739d6d0612772de43e0f9b586,chunkflow,17,0,0,17,17,0,0
git@github.com:sgaynetdinov/py-vkontakte,b03246b8d4b6f5ee5ab7e5c67e09e1f14b85fd9c,py-vkontakte,68,68,29,0,0,0,0
git@github.com:shadow-light/npmenv,4c1f0c2a2ae300217f2f55421195a5b98b4b6a7e,npmenv,22,22,22,0,0,0,0
git@github.com:shalev67/EZconfig,2cedba67fbfe0ca448ccf7134b51e4e9329a6d16,EZconfig,18,18,18,0,0,0,0
git@github.com:shanbay/peeweext,97a5123f4254fa6812d565fc564f2622977eb632,peeweext,16,16,16,0,0,0,0
git@github.com:shidenggui/easyquotation,01d7f8795a460b284ff1af8221903156d23b335f,easyquotation,8,0,0,8,8,0,0
git@github.com:shin-/dockerpy-creds,9c0b66d2e445a838e1518f2c3273df7ddc7ec0d4,dockerpy-creds,7,7,7,0,0,0,0
git@github.com:silenc3r/dikicli,2304a0ab3cd07b442207a347f2924699741a52bd,dikicli,11,0,0,11,11,0,0
git@github.com:sjbitcode/groc,89be28338ecc057b16c430b3f3765f53ae0e934c,groc,128,128,96,0,0,0,0
git@github.com:sjoerdk/anonapi,5e70dfd9fcb7dcc4e2345a6a153d9530f4886e73,anonapi,132,132,110,0,0,1,1
git@github.com:sjoerdk/yeahyeah,bf8c5b8851cb1aeeeb2abfcb92da00c7551f884e,yeahyeah,63,63,34,0,0,0,0
git@github.com:slarse/pdfebc,ddc7b88f2b7df0063345c3e8c940ac76832a4af8,pdfebc,31,0,0,31,31,0,0
git@github.com:slarse/pdfebc-core,fc40857bc42365b7434714333e37d7a3487603a0,pdfebc-core,39,0,0,39,39,0,0
git@github.com:sobamchan/sister,5850d8fbd1789df1c68634284fa51490a395b7b2,sister,4,0,0,4,4,0,0
git@github.com:socialpoint-labs/sheetfu,68015416ef34bd20553c7f667ece001a36371f7b,sheetfu,3,0,0,3,3,0,0
git@github.com:socialpoint-labs/sqlbucket,b5e8d2a05a02e891733fbb8c87bcdfd08195e82a,sqlbucket,57,57,57,0,0,0,0
git@github.com:solegalli/feature_engine,ba4d7050b3923d620c1773b66cd4c51ed24498dd,feature_engine,57,57,57,0,0,2,2
git@github.com:sonata-nfv/tng-sdk-package,dc505568618dc8e67981d176e2c2bb87d65f442d,tng-sdk-package,10,0,0,10,10,0,0
git@github.com:sonatype-nexus-community/jake,a1dd3401c8f3faac41dad8a836c2b3d9e7f4098d,jake,23,0,0,23,23,0,0
git@github.com:sosy-lab/benchexec,d29aba0c958dd034b172c099df6c4bf394087222,benchexec,293,0,0,293,293,0,0
git@github.com:spacetelescope/relic,d5fc7bf6dbe01eb89de3ff5c2f6cfec2b4a6047d,relic,26,26,26,0,0,0,0
git@github.com:sphinx-gallery/sphinx-gallery,387900334ace5c0bf74e9e90aad1e8d2a54e6f17,sphinx-gallery,161,161,105,0,0,0,0
git@github.com:sphoneix22/italian_dictionary,6758bf1afd6bfd85f874936f8f878246ab8209b4,italian_dictionary,6,6,6,0,0,0,0
git@github.com:sporestack/bitcash,80a61111bd50cf37f6a601eecd0424f04b971514,bitcash,188,188,188,0,0,0,0
git@github.com:spulec/freezegun,b46da782a7a051081fd51577749cfc0074db0cc6,freezegun,112,102,101,10,10,1,1
git@github.com:sputt/qer,c77e6777967ee660447beb9522c867a7233ef78d,qer,281,281,105,0,0,0,0
git@github.com:sputt/req-compile,c77e6777967ee660447beb9522c867a7233ef78d,req-compile,281,281,105,0,0,0,0
git@github.com:stackify/stackify-api-python,c2625f558c41dc6c79474226b1ca7766b192dd66,stackify-api-python,89,0,0,89,89,0,0
git@github.com:staffanm/layeredconfig,c0eae96da7848ea52b43ac947f284eb2324d9ce1,layeredconfig,175,0,0,175,175,0,0
git@github.com:starofrainnight/licenraptor,ed543a2b43b75d733579509a78161928ac29234c,licenraptor,65,65,34,0,0,0,0
git@github.com:stateya/m3u-dump,1ec3eeedb4c650af76c6c66859375ca2d2a6e1bc,m3u-dump,13,13,13,0,0,1,1
git@github.com:stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,enpyronments,695,689,14,6,6,57,1
